,index,Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,Unnamed: 64
33,114955,Cambodia,KHM,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509.98745544114405,321.28123262909804,341.891413632537,351.282131241205,355.14860588323,362.099750212473,398.28818636601,431.202289963378,453.96901774130095,474.94103211155095,506.583017849236,549.969766152318,613.133329407254,668.8764894170571,726.286982617308,763.508498039057,752.796480639033,785.502282874113,827.777013823179,873.949283306707,922.890205656967,972.742728302532,1024.62136452219,1079.63053900011,1137.8213967894699,
34,116386,Cameroon,CMR,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,956.335950900035,947.8636170113671,956.121613046633,970.446732195938,982.623062922106,979.869992731073,1001.4420619083901,871.153066701793,904.18095289651,925.2713743481619,930.0817722094561,938.002279948103,938.1873729927139,962.41251109279,1037.12810262121,1122.2015944551401,1031.01323558399,1139.49598736182,1350.24320660304,1389.8897395493698,1322.14015168526,1501.47487073017,1565.3218872376801,1621.56719561064,1688.95115807457,1768.4153160946898,1829.1947985874697,1733.95338274009,1548.6009141920902,1473.8052339101598,1342.2005640058999,1253.02061354267,1179.05307891569,1054.76397447478,1047.2967504554301,1054.2338380181402,1071.00719703946,1097.6786550348402,1117.54735961116,1135.52581355823,1145.45485381974,1164.34552291141,1181.87365299965,1203.24621858419,1250.70884391054,1241.86914102366,1250.2441788031401,1276.0599147929402,1284.74773502695,1277.3500802893302,1285.2617256558801,1302.15555342518,1324.6379657044301,1358.78329969841,1400.38701702896,1440.3787999024898,1467.7607519612197,1480.28788488156,
35,117817,Canada,CAN,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,18056.304588282,19039.6253426197,19687.9651219039,20603.6042435402,21512.12394076,22530.868385501602,22813.1389002354,23569.4514924729,24424.2526267071,24775.1179580582,25010.4194968072,26083.8566474628,27528.251036616402,28037.117551862,28034.6612577856,29294.7065004013,29949.359633610802,30744.965673900697,31571.944657753902,31839.2336333694,32542.600239534,31132.4629484683,31628.1613684896,33182.4100945097,34438.332400033796,34828.6334913562,35772.3057848903,36868.807700778,37052.3845744415,36557.63290815,35353.0202367289,35251.6408091221,35794.0946582376,36995.5021536655,37600.3301219658,37811.7132349717,39039.9851410969,40226.6250882006,41960.2375445554,43724.161759206,44025.540517594105,44863.2160183574,45261.338063910094,46225.360868519805,47257.4721965916,48014.931196784804,48536.5394134496,48497.5601666358,46542.9048681129,47450.318470070306,48466.8509143277,48788.3330342366,49400.458302384504,50309.1598956693,50279.5858384833,50263.8343255264,51150.7546213588,
37,120679,Central African Republic,CAF,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,599.116100721465,618.74079260957,585.840754977633,571.5849872859291,572.8677264459279,567.331190898483,559.619764781115,573.69218083169,569.776276983151,598.290782182976,601.335086337572,598.42583331612,589.685502217338,592.2405729150261,620.1171598500611,611.825525297979,632.5795491398629,642.8457442461789,635.73986591836,604.683732040139,562.217921194689,537.624621098817,561.527305851851,500.260533737478,532.210312274318,539.232949224727,546.574141566825,509.944625002657,509.591093701878,509.870622334726,488.07773516819503,473.278028015469,430.79281049218497,419.90452429075,427.993676350086,446.331970088384,417.39444838859595,428.606943024143,438.02797125749396,443.271832373385,422.45178075555395,431.639048422027,437.826009122803,405.75798518678,421.535737733479,417.095000226271,428.53885560671796,439.747443820044,440.86669437072,471.63307535058897,487.945383289614,504.74605022929603,528.129706797586,336.929919528233,336.098418497472,349.166097359486,363.04936442250397,374.41761873367795,
38,122110,Chad,TCD,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,696.273216032489,692.4500436222,715.338718513503,690.114530306715,659.740656942108,651.092851723141,627.458216710049,620.742241436934,606.508391721157,635.702863067704,634.159483833163,606.166727417757,598.821070187104,535.630248387092,549.271907634403,585.781168333434,591.016882536194,592.564258129908,578.625232027835,445.77888191087095,410.313701045961,405.74724908226403,417.900157280193,472.00116811317,469.50407763149,556.352859959833,518.198110914795,490.34773723854795,548.356282705794,556.784449719399,516.580237387589,543.020947902277,568.0490971250309,463.69706902686204,494.34873046037103,484.106478402576,478.391970671267,488.427663928047,504.46058402569196,483.379895294767,461.803723901247,496.484904956589,518.266565663046,572.067388219352,736.113214084584,832.745038339599,809.249884856371,807.8438942950239,805.292338516776,811.91924548679,891.6988173911141,862.919427854356,908.426122386938,928.5631894979649,960.4409199945779,955.7273254406931,868.2116953583079,816.7373633247889,
40,124972,Chile,CHL,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,3611.9179117605604,3723.17327361945,3794.0107730660206,3935.05072327796,3957.23691302924,3920.2902971458293,4283.017606873279,4361.9968167240395,4443.876782206379,4543.79245432221,4552.25558836437,4901.24595451209,4773.97747305416,4462.26686687839,4497.1725663308,3856.0358389431703,3942.5666173710497,4288.21906171492,4549.162155767221,4859.5059931411,5172.03574880806,5432.1504956862,4767.199469352029,4465.62929279784,4583.3840695197705,4697.51665824094,4875.12707258849,5109.1706239881,5397.02641250699,5836.71398945348,5933.20706414474,6291.68490694271,6879.77948881615,7214.69291775463,7459.17730595999,8004.31544614743,8427.821895971909,8932.07228879332,9199.1976785662,9049.47157913229,9419.98294955914,9622.153628713091,9814.65613491896,10109.6680484322,10726.6448499322,11225.079949474699,11808.834770309299,12256.4296859791,12553.7948363739,12227.214530032901,12808.034586422,13455.8378125533,14035.679130826002,14461.1743775771,14561.326164305701,14722.366327632,14771.257645438101,14748.510580873,
41,126403,China,CHN,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,192.285058151673,141.276363216785,132.303188135004,142.387673793135,164.41361652984,187.756879322364,202.04218111488098,185.55251338158402,173.35901973534502,197.24674908094602,228.90563989986,238.42622880875402,241.502179818484,254.367708574393,254.922244588875,272.298867735992,263.908462856871,280.043830693448,307.08736374722,326.047625691632,347.120087871446,360.427967795046,386.89034174090796,422.65919088916496,480.30286384962096,537.502652552483,576.9087566192289,634.092911038278,694.064791777426,712.1153633253641,729.160645387843,786.129658834727,886.950358931776,998.4047893431509,1116.03253544563,1224.8488213975,1332.4173094283,1440.59024983409,1538.66284389771,1642.35748775728,1767.83362700858,1901.40762975195,2061.16228377566,2253.9296885798603,2467.13284333364,2732.1658796888396,3062.53490453063,3480.1527254942403,3796.63336331896,4132.90231241877,4550.45359583857,4961.23468857388,5325.1601061666,5710.5878733775,6096.4878169800595,6484.43594759644,6883.89542488146,7308.0653659771415,
42,127834,Colombia,COL,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,2337.00180978332,2380.32392731312,2432.06167020857,2435.47362739203,2508.10487041156,2522.06819900593,2577.80778539079,2608.91962723427,2688.3363789607,2777.65108056541,2876.24655231448,2975.1262102093397,3130.3901816035304,3267.1210306584803,3379.41885299845,3382.1902686949397,3464.00952707735,3528.28003765725,3742.4809206233003,3856.9647495290997,3926.9326634384797,3929.27187371062,3881.1143715444605,3858.1283456110705,3903.51813121883,3941.4947394460496,4086.28861336606,4219.69943495044,4304.66004491741,4364.53704076725,4462.7319553392,4463.63375396527,4554.56850034539,4708.38381890833,4889.13180009642,5049.93245491302,5062.7114522845295,5146.51101194221,5089.4221725344,4796.05823587336,4857.80115237848,4862.50154734803,4908.73012307454,5026.242154836021,5219.7923309257,5392.19057370415,5684.022855771179,5998.78814293754,6121.7451504808105,6126.9955148932495,6326.54946861963,6726.834686234661,6926.62519869364,7177.46579753109,7441.310333705091,7572.365504907059,7626.0029462846705,7613.726576565179,
43,129265,Comoros,COM,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,1401.91344235523,1411.2727687916902,1458.4688535464802,1487.1672302689801,1506.300212497,1497.8453319377697,1482.33826339852,1463.03977177595,1458.56395916615,1370.94318857705,1398.86943497258,1285.05777137657,1354.49874010408,1355.38479108678,1247.75134665256,1257.12706436576,1207.28313117228,1222.59546164709,1206.00342016798,1197.9195381605,1294.79391851645,1292.74811619828,1291.23419328979,1287.3577013940198,1281.27616375227,1286.61310619557,1289.47109381123,1269.00552890628,1288.42134553411,1298.0073467865,1315.21480648394,1336.4336114313198,1346.23735348604,1373.36033013866,1369.17663091131,1352.12677184471,1350.16139637093,1355.5393964334,
44,130696,"Congo, Dem. Rep.",COD,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1038.93243150055,903.127632130083,1067.06411740807,1094.0129868158099,1039.40845257628,1021.60842729737,1060.77099828684,1020.79292041771,1034.8812598386999,1099.68197475065,1066.7697433827802,1100.41797753898,1073.002228968,1129.8728360917698,1134.30188551138,1048.5512347051,965.2013047655811,944.9246035579041,869.068210655036,848.754213480329,844.50310204273,842.571713917344,818.230608619664,809.724641984709,833.584436652742,816.1401587118598,832.283232579608,831.653691942447,811.9986059172611,777.2584897133189,702.1347563918171,619.7962443836,533.5345877812449,444.046701999733,411.49350934271,401.185557499341,386.112865674656,355.52815783432,341.777825371763,319.56205899989,289.986319882164,276.142108828791,276.05594555969,282.647066791353,292.350837126994,300.562422451628,306.52826072518997,315.26386349865504,324.040312807321,322.41825442277,334.02157257299,345.266114849658,357.598295891314,375.21917549984596,397.34167046806397,411.02057308524803,407.289643136075,408.92479337925204,
45,132127,"Congo, Rep.",COG,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1456.6345495886999,1540.6554570278,1581.20806073998,1479.5810982602402,1496.8604057375198,1511.5430616159,1491.55775247199,1482.2131721479097,1551.7843073941,1622.6373528068698,1677.2160991830801,1755.63097589225,1851.8478354842002,1946.0082793917898,2038.36797362932,2132.2318481488896,2089.6186309736604,1847.81537840374,1908.94598930022,2036.14489419349,2326.4523793560197,2657.59564292004,3190.19909551997,3280.2471972495,3409.70944447935,3275.2761102919603,2966.71136930454,2891.6190579606105,2863.37916407211,2858.7770298481,2809.4806603915804,2798.90817268172,2793.9873367720697,2691.04710720808,2473.20742136115,2500.35111800389,2534.36160114499,2446.96597227145,2465.8668196239,2333.57997970308,2438.94893688507,2460.4747314369897,2501.3446888655103,2450.23531886517,2460.63530511731,2569.27977140538,2640.3182935928603,2510.7351825041,2561.1937760907,2663.57661802254,2809.69495708158,2825.72712108892,2858.08610991045,2884.4362807350203,3005.73691203916,3009.60068643053,2851.9754185654497,2693.42849963747,
46,133558,Costa Rica,CRI,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,2911.0555247819602,2857.53813718226,2903.4262609242796,2992.61907855022,2994.57347447329,3132.24603374888,3244.14091711758,3323.1067565186304,3499.5726903016102,3588.6844676611895,3754.57439771802,3906.14275245872,4121.0624525547,4331.05284566329,4459.900053591889,4440.60859023171,4566.79781364226,4845.05750896201,5013.85786251217,5122.37026692554,5023.735990426921,4778.9227005599205,4311.76084662656,4316.0467019814705,4537.76621257316,4449.44883757602,4572.916333577589,4666.89329477503,4703.04144567015,4841.82856941024,4884.60281408363,4866.333464951939,5177.348545883,5403.268979530671,5504.478540997061,5591.19512718981,5525.09753209666,5696.76858478553,5957.30027701254,6062.26244630308,6172.4087185997205,6274.31644926203,6375.204221039029,6545.7371000394605,6730.83178418895,6892.92357893302,7289.90434511818,7779.32537779894,8034.3303880514695,7854.952829873449,8141.91359856475,8390.479557305891,8689.965671237242,8785.74189377566,8993.52652298471,9219.3902349299,9509.73874043803,9732.269947181341,
47,134989,Cote d'Ivoire,CIV,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1224.33082689868,1298.4983790156,1265.9033774308,1394.6492865531302,1578.7368742753101,1473.3942967008,1585.1402179197303,1599.48914952028,1735.6580097504097,1829.6655624004602,1938.5125432033399,2031.5698738158399,2023.72379061808,2046.4861688169601,2037.4611913160002,2105.47758224245,2270.65075545126,2328.34794819754,2468.6070138631303,2417.32888485695,2059.27792522153,2039.9397326440899,1957.44795916608,1802.9491085376198,1683.34577885916,1690.2844590448199,1679.4912692943801,1612.47569352539,1572.5123130162801,1561.48966983125,1489.66900635538,1437.53475091462,1383.65168051273,1333.2037509170698,1298.63671215199,1345.68316642101,1403.69258303875,1411.4353592844,1437.4463581521802,1420.3220679198498,1355.2636388875599,1324.83505745406,1274.12514980158,1230.5187005844,1219.96701655673,1215.00171935047,1207.0867460730599,1201.71660600267,1204.9751626723,1216.02151850721,1211.93028525766,1131.4445626486302,1222.43932259292,1298.5448116914301,1377.79650318762,1462.28392207852,1539.31573513309,1616.16929169734,
48,136420,Croatia,HRV,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8563.04238974693,9191.21024049168,9849.944251532159,10039.5039734808,9988.64539189695,10468.2322378263,11254.4472767477,11838.712647626398,12495.895240278798,12981.431269639099,13497.5246952631,14151.2303560564,14902.1883598146,15207.4720126421,14113.4449175543,13937.1422658809,13937.7685994655,13658.7955029354,13629.535220703301,13673.191085548799,14117.2910112339,14718.9331896949,15331.902481833702,
49,137851,Cuba,CUB,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,2249.7491088221,2400.01770915603,2472.0214731766896,2514.1739721754,2500.20811976969,2700.77531393749,2815.26149259453,3031.2822859568105,3205.33938193016,3218.1100016351597,3043.8292417231396,3624.9166945796296,3931.7404921457896,4127.48657466916,4432.42770357092,4473.64937742446,4440.103549640129,4290.16173148069,4401.69453823044,4386.713788940229,4219.99965173987,3741.73672953076,3289.0553439065197,2785.9718604521995,2793.21944957565,2848.76772961857,3057.74168498786,3128.42705047639,3119.50819843084,3298.82676183545,3480.83089218864,3579.39547527961,3619.05531013141,3746.4378150304296,3955.1666664320296,4393.8300479724,4924.1296085638005,5286.48019452478,5511.046964565539,5596.139681459829,5730.354774594879,5885.25462455411,6051.68574614449,6203.843262938321,6255.42616104799,6522.736799041851,6550.27437297674,6664.65830221734,
51,140713,Cyprus,CYP,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,7353.174273095121,8915.346760137141,10372.825491054,11138.1686145893,12146.6573403071,12706.696000768701,12812.0124247599,13423.723426094299,14056.6579814247,15090.9124752791,15636.484669745701,16030.743993330701,16977.7238670902,18251.1865416049,19422.8234015497,20421.1505945601,20046.4749639874,21355.075790782,20991.4783788091,21774.922547768,23194.507865353902,23112.7503163861,23389.243089455602,24516.084471501203,25454.9484090259,26688.0290138294,27445.461261869103,28142.862995574702,28532.248616935096,29568.2018773167,30559.846283440602,31470.9246288539,32378.570110512002,32727.135332061,31218.2070993334,30818.479925953197,30163.313939877404,28852.2015079526,27242.2283628513,27182.502431636804,27874.158310133902,29081.816096969,30100.155586018598,
52,142144,Czech Republic,CZE,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13988.6576013303,12393.6000763997,12318.220510538898,12313.040316807399,12666.6885060568,13462.9867988646,14047.843319868201,13979.362974546699,13946.6180704246,14160.912375195201,14806.5834697881,15294.6292874275,15577.3922047072,16143.263640186002,16930.1897024746,18011.386698787,19193.7548219261,20151.178121323897,20520.7799619681,19424.2730588798,19808.0710912518,20118.5878140405,19929.7640673633,19826.7919430607,20343.6837534468,21381.703080831998,21863.6416553161,22754.7526035585,
53,143575,Denmark,DNK,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,21075.5995160095,22263.9985250629,23343.2340460902,23307.609923676602,25265.476955039197,26211.336792599,26714.3842484323,27411.4732876204,28328.0684705826,29953.009381082597,30541.929594665602,31241.8588154371,32284.2793749532,33403.1279966913,32874.7932399365,32302.6713562929,34130.582056734,34660.8054459321,35322.580810564,36599.2414646982,36378.2079809394,36146.149909566404,37505.530467670695,38505.6322973903,40130.8437829728,41720.6716332055,43708.2386522948,43763.9055656496,43736.6948623657,43992.48054041519,44569.0130610728,45073.0173806133,45803.389948236,45655.9213974259,47928.3750881275,49122.869159564296,50262.2277665048,51685.9880529366,52640.9455540812,54013.7920780821,55850.630768705705,56108.9591027904,56190.8112479633,56256.7557366103,57608.7372303848,58792.6604563737,60892.771580054505,61174.5416302876,60504.77698212519,57229.0398873096,58041.398436338495,58575.607808483895,58487.7935516956,58788.0841620279,59437.9473191651,60402.1292464226,61370.7756169795,62356.7431082499,
54,145006,Djibouti,DJI,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1343.2687299443699,,,,,,,,
55,146437,Dominica,DMA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,2618.86629983226,2861.8934442182103,2315.55408610704,2612.93415637844,2896.08971256542,3027.9344125213,3127.01783585329,3286.13107105373,3362.4191504419896,3633.41195683938,3899.7433141766705,4242.00692502352,4262.93388227662,4513.32778867403,4577.02335024058,4658.68245944882,4740.12473385013,4727.58656892178,4867.07245123873,5029.65163585983,5164.09799323213,5390.5941771404705,5436.83144546702,5578.805341178349,5574.4213429445,5403.07674589887,5724.796290364029,5875.805014510711,5897.020307963609,6160.490127040661,6544.7866777112795,7007.65651894747,6923.337955915021,6967.245313543461,6947.93586307906,6869.625678626329,6822.976066236851,7115.5158760137,6924.48811325311,7086.78212998457,6397.83468953572,
56,147868,Dominican Republic,DOM,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1326.83197256991,1253.50011187749,1419.3766526340803,1463.0246384243399,1512.51346263354,1282.5444465799198,1410.8201420902699,1414.17308453961,1376.01255280706,1482.06744486578,1702.90246468866,1836.01339213166,1972.18988983322,2167.7149327282,2238.36948955841,2294.90983614474,2388.43474565106,2446.3390888501503,2439.1265018814397,2490.2218116443,2627.45203815802,2678.9831045618,2665.28427472596,2729.3071040887,2705.84604337233,2594.14221699928,2631.4744490852,2840.45700073843,2845.25227123597,2913.38873139516,2702.12134362635,2676.2668386937803,2921.149376585,3078.87530549518,3102.51301492287,3222.0672256614303,3357.3490226869203,3596.13089659062,3776.8503954678295,3939.40107525447,4060.72966792324,4099.01702124697,4221.232444347779,4105.4486491983,4152.72165908727,4482.90270530421,4829.71374282392,5121.123894593939,5218.865839772329,5202.96743400336,5568.046676077629,5673.413534823289,5758.51265445784,5968.743699228879,6350.60248565866,6720.24393838456,7084.626852631171,7325.80848196729,
57,149299,Ecuador,ECU,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,2238.00944239002,2287.0055362626604,2332.13521892776,2313.99949774981,2414.71884283993,2422.41103635473,2344.68385452423,2382.18238807988,2357.5170247449,2396.4775394990897,2487.73327830352,2568.91863956243,2621.46548717609,2903.4246535403004,3139.42257005476,3388.72065830347,3541.43966640012,3502.78915956716,3605.6907902668395,3643.40091386312,3681.51347180421,3789.27625744308,3716.57546148438,3611.6335489343296,3614.7174119744,3664.69263354789,3699.3011369804,3600.6402555105296,3721.5867222102397,3670.12314624159,3716.26570153702,3786.35182184573,3778.49606915307,3766.81587127025,3840.8319404416707,3842.5964751063702,3826.3126222704,3908.9828032628798,3954.9354359183003,3693.7132654351503,3663.6636871105497,3741.86952355613,3827.36050163303,3865.0527851385796,4112.67480536738,4258.42152292683,4372.09178155921,4393.72410498858,4596.14518230386,4547.50930098406,4633.59035839904,4921.84840912018,5122.18009020886,5295.68269596129,5412.13164601881,5330.53915447542,5176.058803160129,5205.76302016859,
58,150730,"Egypt, Arab Rep.",EGY,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,578.3476707106599,591.898781983767,598.522451766119,644.08315102859,699.462254943753,714.8294683165781,731.561862665694,718.614025875601,689.319921440718,708.02824268944,730.1050241055499,742.557829547319,748.486957594695,758.065319510123,753.31290708198,802.749129485645,889.200941095374,947.461213935114,1005.62315140054,1026.6883536232301,1102.3084906739698,1154.2345324080302,1236.85234316467,1266.78794141816,1354.29760179967,1395.20846853767,1422.60046151836,1437.65280184436,1476.20310064024,1509.56646143366,1556.8721411405802,1539.02364358755,1573.81565720366,1586.64041974427,1616.86957052932,1658.32280905522,1706.3525004041198,1764.2698497853198,1825.8342988767397,1898.6363739386397,1980.9678465301897,2012.3760543522199,2022.07153556091,2048.2210036921697,2093.34632990987,2147.8198111200895,2254.51045943922,2372.38301037958,2497.34022166258,2565.7691647904003,2644.81703909751,2635.19156361373,2634.85005241012,2632.05823308547,2648.29416934637,2703.7420921544,2761.38619831262,2817.32022568546,
59,152161,El Salvador,SLV,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,2357.59054847977,2455.3678762039103,2517.45635599673,2528.5903023545,2547.06616228315,2554.18299119942,2584.4840852883103,2673.62370451151,2735.03391070941,2812.86522338109,2829.2974980497697,2907.21302296331,3039.24154764271,3137.22186046,2949.80011050125,2557.21744580002,2253.04601594422,2079.38288925323,2081.56380227129,2080.76889696732,2065.7062643997897,2042.5072672999302,2066.9071987581697,2078.74661231547,2071.5773426711,2143.0371306733,2145.69873331192,2264.85909426406,2364.28748625061,2443.3743229483,2528.7503070041103,2521.94436739718,2575.50126974779,2620.3835181077698,2655.43377680167,2665.68324042846,2671.34380873182,2697.58519829929,2725.12836024829,2735.83851264425,2796.75911914817,2905.12647744777,2946.37857303193,2996.3182104517605,2921.5422854122103,2983.2297709769396,3083.73657979219,3156.6243252261897,3212.69854910195,3252.5930546868,3314.6992214788,3381.2320515146803,3441.9516751072697,
60,153592,Equatorial Guinea,GNQ,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,659.481794210703,659.418072050074,625.974918181695,607.021341996393,569.985370697349,605.9558713311,564.721734755077,568.282137358741,565.676629717272,542.703199881665,517.174351046068,495.72750253567597,646.44450840235,693.920440161349,781.772786774992,885.8055294273711,1420.98302290724,3415.62783002195,4060.8977160051204,4898.9004916368,5557.963941609471,8714.23171958392,9987.80720382938,10912.8824970404,14423.497197046001,16107.1601253669,16575.0822715397,18243.2387488032,20512.9407227592,19848.7072187909,17272.0097706819,17593.1435205546,18236.3058918906,16748.0899969708,16130.336367463,14080.0765773426,12346.259557348101,11331.1527952619,
61,155023,Eritrea,ERI,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,522.428927453385,597.743181589472,731.1892215366189,756.937207513389,829.9418711646359,896.103607266269,907.336566558827,894.896680071059,845.979094703422,888.1600962329511,875.643305836015,813.091934348835,788.85562990919,778.5755356204351,746.841751462486,737.6964688510609,651.133110889304,663.986573441535,667.744177753249,715.87254227157,,,,,,,
62,156454,Estonia,EST,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7313.74090418016,7817.604638302991,8840.26105693513,9293.07550974244,9186.39295449766,10108.2052912574,10816.6031531195,11546.772652366299,12481.1896137323,13346.398313830901,14681.2253747477,16285.006721599999,17627.0297205183,16716.5031632479,14282.6034990097,14638.6048173457,15798.6327787681,16538.212595830802,16918.5871147773,17453.0029161383,17773.0055158794,18387.7690698739,19257.476165889,
63,157885,Eswatini,SWZ,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,1225.81353826732,1354.32585300978,1386.9828237820402,1468.62580135184,1507.51604575977,1665.5998961493601,1580.22589397618,1546.21553201216,1516.7640329510598,1512.9284789926098,1644.7158710346698,1821.9230238883104,1780.5635724014103,1740.34020786833,1784.3042738591398,1788.81396276668,1940.16585857762,2149.19400226659,2215.98838867142,2424.57806540901,2848.86067014861,2820.6563447751,2838.6899186691103,2858.56986277252,2862.96999299844,2938.88902336723,2991.55150574964,3027.0096963907204,3053.5630948173302,3098.7968628056606,3117.81625512414,3125.29382787028,3244.73839805638,3358.3061320005604,3468.1944547069897,3660.92985788084,3859.65198294914,4005.4814026327294,4010.3420046176097,4044.13290072096,4168.50506162166,4233.57509298305,4403.5068682471,4653.69939382694,4708.11888116367,4687.90523831464,4795.793891284389,4838.84410424584,
64,159316,Ethiopia,ETH,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,228.64280954201598,224.433407527427,235.608011906384,221.737662503603,190.833427579237,202.72070217538,223.55281614926602,217.51045149389,209.62890142011398,208.079381572326,186.52026948541,164.336602268298,179.40420891904702,178.801689835481,183.54790306593998,199.922992257154,200.02655469001598,187.51673405234902,191.57188019997102,197.432305149369,207.752705244742,204.938205916459,194.873070098516,215.154562212426,233.944190480862,252.212288224834,273.492119814399,294.805427784673,312.03384944353803,341.554114905179,369.20240782902704,389.938966721631,419.183860251535,449.42037714912806,482.639066335501,514.0573067519861,548.117495566997,
65,160747,Faroe Islands,FRO,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48530.2338492813,,,,,,,,
66,162178,Fiji,FJI,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1773.7773831849802,1774.09540883672,1775.23061662387,1824.8089518666102,1853.2831778013199,1751.05862660173,1705.34917605048,1887.1843737142603,1991.84551880293,2000.4057784455701,2207.4864338473103,2310.41449529162,2432.07745640481,2659.1864006219103,2673.93974392643,2635.8537893491502,2657.59547129808,2763.98188746638,2764.26154250057,3041.29016307068,2927.8888315288696,3038.07856821999,2782.6768450987797,2605.3572024097302,2763.6088064773403,2594.28966662772,2768.64530574747,2574.23674289913,2594.71681886817,2781.32636369518,2926.5725313699104,2821.1162101737896,2956.74563159894,2977.75101048234,3086.09815629558,3123.20740481367,3235.7285230237603,3131.2098990599798,3142.4979794974797,3392.9763137792897,3315.9544836794603,3370.14362175203,3472.30575653426,3503.50916646384,3681.14791215705,3690.0237686149603,3729.93432250334,3661.4087598365995,3659.0921079194104,3573.39256240052,3652.52743714193,3735.55831321832,3781.1845128107398,3957.72817358072,4175.424028897721,4359.220149398279,4455.18755935348,4658.93258137235,
67,163609,Finland,FIN,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,12195.3280642679,13030.459883855701,13328.0819160592,13668.9439277653,14305.213150432099,15013.6629711267,15312.4118896814,15560.0180099671,15847.1013080792,17377.4406915854,18373.79065166,18783.1262896109,20116.0057692322,21399.000380890302,21976.2295032349,22273.7930840788,22283.226403649398,22274.2003438967,22858.8148888497,24424.2996337101,25660.587886509704,25882.207209724704,26532.2091838819,27197.7146200217,27922.283931564398,28789.486709614503,29478.4277861699,30441.1315800312,31934.1075100946,33437.884406966805,33514.9230312744,31360.954387065,30148.4350073736,29782.5435266688,30822.6083597141,31997.004165002003,33059.0966943048,35021.5866269695,36824.847965247005,38372.2220413352,40450.3733748937,41399.9435810574,41993.689022188504,42729.0244671581,44277.8427026504,45353.2599997077,47011.657598012,49239.19395724389,49363.697196482404,45065.753494359196,46202.4151628454,47171.02206480019,46277.556282870595,45715.6468163534,45239.3688031623,45316.3542706583,46438.822742312805,47739.943826416,
